40094494;31001190;1001;2007
40094069;31001189;1001;2007
40082948;31000026;1001;2007
40085137;31000033;1001;2007
40055363;31000027;1001;2007
40055273;31000030;1001;2007
40056845;31000027;1001;2007
40068289;31000020;1001;2007
40087062;31000027;1001;2007
40093379;31001276;1001;2007
40091324;31001189;1001;2007
40022934;145121000;1001;2001
40022940;145121000;1001;2001
40022941;145121000;1001;2001
40067736;31000026;1001;2007
40067742;31001245;1001;2007
40067023;31000335;1001;2007
40067025;31000335;1001;2007
40067029;31000030;1001;2007
40077803;31001190;1001;2007
40097185;31001190;1001;2007
40067193;31000039;1001;2007
40070283;31000040;1001;2007
40071813;31001190;1001;2007
40070849;31001189;1001;2007
40070850;31001189;1001;2007
40087681;31001232;1001;2007
40063568;31000040;1001;2007
40063569;31000027;1001;2007
40063574;31000027;1001;2007
40070818;31001188;1001;2007
40070529;31001190;1001;2007
40067712;31000026;1001;2007
40067714;31000026;1001;2007
40022743;145131000;1001;2001
40022758;145131000;1001;2001
40022774;145131000;1001;2001
40022775;145131000;1001;2001
40022778;145131000;1001;2001
40022781;145131000;1001;2001
40022787;145131000;1001;2001
40022801;145131000;1001;2001
40056084;31000030;1001;2007
40056215;31000027;1001;2007
40071705;31001190;1001;2007
40031686;31000033;1001;2007
40071822;31001232;1001;2007
40056214;31000027;1001;2007
40063185;31000040;1001;2007
40063237;31000027;1001;2007
40057225;31000020;1001;2007
40057226;31000020;1001;2007
40054557;31000022;1001;2007
40054601;31000026;1001;2007
40058536;31000030;1001;2007
40058538;31000030;1001;2007
40067178;31001190;1001;2007
40067179;31001190;1001;2007
40067187;31001190;1001;2007
40067158;31000039;1001;2007
40067163;31001188;1001;2007
40067126;31000039;1001;2007
40022726;145131000;1001;2001
40022727;145131000;1001;2001
40022529;145174000;1001;2001
40022680;31000020;1001;2007
40022731;31000027;1001;2007
40064700;31000020;1001;2007
40064704;31000020;1001;2007
40064705;31000020;1001;2007
40064286;31000030;1001;2007
40082555;31001189;1001;2007
40073344;31001218;1001;2007
40058898;31000335;1001;2007
145314100;145314000;1005;2001
145314400;145314000;1005;2001
145321600;145321000;1005;2001
145323000;145320000;1005;2001
145331000;145330000;1005;2001
40061464;31000026;1001;2007
40061467;31000026;1001;2007
40062988;31000033;1001;2007
40069679;31001216;1001;2007
40069681;31000039;1001;2007
40069683;31000039;1001;2007
40058930;31000033;1001;2007
40071530;31001233;1001;2007
40064210;31000020;1001;2007
40064211;31000020;1001;2007
